,vpsu,vstrat,mar1,mar2,adults,age,attend,babies,bible,blkwhite,born,cappun,childs,class,cohort,comprend,coninc,coop,courts,dateintv,degree,dwelling,earnrs,educ,eth1,ethnic,ethnum,famgen,family16,feeused,finalter,finrela,form,formwt,fund,fund16,gender1,gender2,god,granborn,happy,health,hefinfo,hhrace,hhtype,hhtype1,hispanic,hompop,id,incom16,income,income06,indus80,intage,intethn,inthisp,intrace1,intsex,intyrs,isco681,isco88,lngthinv,marital,mobile16,mode,natpark,natroad,natsoc,occ80,old1,old2,othlang,oversamp,parborn,partyid,permoral,phone,polviews,pray,prestg80,preteen,punsin,race,racecen1,raclive,realinc,reborn,reg16,region,relactiv,relate1,relate2,relexp,relexper,relhh1,relhh2,relhhd1,relhhd2,relig,relig16,reliten,rellife,relpersn,res16,respnum,rotapple,rplace,rvisitor,sampcode,sample,satfin,savesoul,sei,sex,sibs,size,spaneng,sprtprsn,srcbelt,teens,trust,union,unrelat,version,visitors,vote04,weekswrk,whoelse1,whoelse2,whoelse3,whoelse4,whoelse5,whoelse6,widowed,wksub,wksup,wrkgovt,wrkslf,wrkstat,wtss,wtssall,wtssnr,xnorcsiz,year,zodiac
1552,1.0,2070.0,5.0,,1.0,38.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1968.0,2.0,,3.0,3.0,314.0,0.0,8.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,,6.0,,3.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1553.0,4.0,,,411.0,67.0,,1.0,1.0,,10.699999809265137,9990.0,9300.0,74.0,5.0,3.0,1.0,2.0,2.0,2.0,889.0,37.0,,2.0,1.0,0.0,3.0,1.0,2.0,4.0,2.0,24.0,0.0,4.0,2.0,2.0,1.0,,2.0,7.0,9.0,1.0,1.0,,2.0,2.0,1.0,,1.0,,4.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,521.0,9.0,3.0,1.0,29.200000762939453,1.0,3.0,563.0,1.0,2.0,2.0,0.0,1.0,,,1.0,0.0,2.0,45.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,2.0,0.43000000715255737,0.42969998717308044,0.40000000596046448,1.0,2006.0,9.0
1553,1.0,2070.0,1.0,1.0,2.0,29.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,1977.0,1.0,105852.0,1.0,,327.0,4.0,10.0,2.0,18.0,26.0,,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1554.0,3.0,12.0,23.0,671.0,67.0,,1.0,1.0,,10.699999809265137,830.0,2131.0,123.0,1.0,3.0,1.0,2.0,2.0,,64.0,28.0,29.0,2.0,1.0,0.0,2.0,2.0,4.0,4.0,6.0,74.0,0.0,4.0,1.0,1.0,1.0,68220.0,2.0,3.0,9.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,521.0,9.0,1.0,2.0,83.699996948242188,1.0,2.0,563.0,1.0,3.0,2.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,52.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.86000001430511475,0.85930001735687256,0.80000001192092896,1.0,2006.0,4.0
1554,1.0,2070.0,,,1.0,,2.0,0.0,3.0,1.0,1.0,1.0,2.0,4.0,,1.0,178266.0,2.0,2.0,424.0,1.0,10.0,1.0,12.0,,,4.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,,3.0,0.0,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,1555.0,3.0,12.0,25.0,710.0,67.0,,1.0,1.0,,10.699999809265137,,,56.0,,3.0,1.0,3.0,1.0,2.0,,,,2.0,1.0,0.0,6.0,1.0,4.0,6.0,5.0,,0.0,3.0,1.0,1.0,1.0,144502.71713999999,2.0,9.0,9.0,4.0,1.0,,2.0,2.0,1.0,,1.0,,4.0,1.0,4.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,521.0,9.0,1.0,2.0,,1.0,2.0,563.0,1.0,3.0,2.0,0.0,,,,4.0,0.0,1.0,50.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,1.0,0.43000000715255737,0.42969998717308044,0.40000000596046448,1.0,2006.0,
1555,1.0,2070.0,2.0,,1.0,73.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1933.0,1.0,6616.0,2.0,2.0,421.0,1.0,8.0,0.0,13.0,15.0,15.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,,5.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1556.0,3.0,7.0,7.0,922.0,67.0,,1.0,1.0,,10.699999809265137,3990.0,4190.0,49.0,2.0,3.0,1.0,2.0,2.0,1.0,389.0,73.0,,2.0,1.0,1.0,5.0,2.0,1.0,4.0,5.0,33.0,0.0,2.0,1.0,1.0,1.0,4263.75,2.0,9.0,9.0,1.0,1.0,,2.0,2.0,1.0,,1.0,,4.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,521.0,9.0,3.0,2.0,50.5,2.0,4.0,563.0,1.0,3.0,2.0,0.0,,,,4.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,1.0,2.0,5.0,0.43000000715255737,0.42969998717308044,0.40000000596046448,1.0,2006.0,6.0
1556,1.0,2070.0,5.0,,1.0,54.0,1.0,0.0,,,,,0.0,,1952.0,1.0,18745.0,1.0,,311.0,1.0,7.0,1.0,12.0,26.0,26.0,1.0,1.0,,3.0,,,2.0,1.0,3.0,,1.0,,,,,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1557.0,,11.0,13.0,150.0,67.0,,1.0,1.0,,10.699999809265137,5500.0,9140.0,68.0,5.0,,1.0,,,,453.0,53.0,,,1.0,,5.0,,3.0,4.0,,22.0,0.0,,1.0,1.0,,12080.625,,9.0,9.0,,1.0,,,,1.0,,1.0,,4.0,,4.0,,,,1.0,,1.0,1.0,521.0,9.0,,,28.399999618530273,1.0,,563.0,1.0,,2.0,0.0,2.0,1.0,,7.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,1.0,0.43000000715255737,0.42969998717308044,0.40000000596046448,1.0,2006.0,8.0
1557,1.0,2070.0,2.0,,1.0,55.0,0.0,0.0,,,,,0.0,,1951.0,2.0,3969.0,1.0,,413.0,1.0,8.0,0.0,13.0,11.0,11.0,1.0,1.0,,3.0,,,1.0,1.0,2.0,,2.0,,,,,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1558.0,,4.0,4.0,552.0,67.0,,1.0,1.0,,10.699999809265137,9852.0,8324.0,45.0,2.0,,1.0,,,,804.0,66.0,,,1.0,,3.0,,3.0,4.0,,30.0,0.0,,1.0,1.0,,2558.25,,4.0,9.0,,1.0,,,,1.0,,1.0,,1.0,,2.0,,,,1.0,,1.0,1.0,521.0,9.0,,,31.5,2.0,,563.0,1.0,,2.0,0.0,2.0,4.0,,7.0,0.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,,,,2.0,2.0,8.0,0.43000000715255737,0.42969998717308044,0.40000000596046448,1.0,2006.0,10.0
1558,1.0,2070.0,5.0,5.0,2.0,83.0,7.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1923.0,1.0,16539.0,1.0,3.0,323.0,1.0,8.0,0.0,13.0,16.0,16.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,4.0,2.0,3.0,1.0,4.0,9.0,6.0,1.0,2.0,1559.0,3.0,10.0,12.0,591.0,67.0,,1.0,7.0,,10.699999809265137,3990.0,4190.0,177.0,5.0,1.0,1.0,1.0,1.0,1.0,325.0,83.0,81.0,1.0,1.0,8.0,2.0,3.0,3.0,4.0,2.0,31.0,0.0,2.0,3.0,7.0,1.0,10659.375,2.0,9.0,9.0,8.0,1.0,8.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,6.0,1.0,3.0,1.0,1.0,521.0,9.0,2.0,2.0,45.0,2.0,5.0,563.0,1.0,2.0,2.0,0.0,1.0,4.0,,3.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,2.0,2.0,5.0,0.86000001430511475,0.85930001735687256,0.80000001192092896,1.0,2006.0,11.0
1559,1.0,2070.0,1.0,1.0,2.0,49.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,4.0,1957.0,1.0,178266.0,1.0,2.0,404.0,3.0,10.0,1.0,17.0,6.0,6.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,,1.0,2.0,1.0,4.0,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,1560.0,2.0,12.0,25.0,721.0,67.0,,1.0,1.0,,10.699999809265137,1621.0,3471.0,97.0,1.0,3.0,1.0,1.0,1.0,1.0,185.0,63.0,48.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,47.0,0.0,2.0,1.0,1.0,1.0,144502.71713999999,2.0,3.0,9.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,6.0,2.0,2.0,2.0,1.0,521.0,9.0,1.0,2.0,60.599998474121094,2.0,1.0,563.0,1.0,3.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,2.0,2.0,7.0,0.86000001430511475,0.85930001735687256,0.80000001192092896,1.0,2006.0,1.0
1560,1.0,2070.0,3.0,,1.0,61.0,3.0,0.0,,,,,2.0,,1945.0,2.0,12129.0,2.0,,415.0,3.0,8.0,1.0,16.0,23.0,23.0,1.0,1.0,,3.0,,,2.0,1.0,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1561.0,,9.0,10.0,870.0,67.0,,1.0,1.0,,10.699999809265137,9891.0,8312.0,56.0,3.0,,1.0,,,,425.0,65.0,,,1.0,,4.0,,2.0,4.0,,32.0,0.0,,1.0,1.0,,7816.875,,3.0,9.0,,1.0,,,,1.0,,1.0,,2.0,,3.0,,,,1.0,,1.0,1.0,521.0,9.0,,,23.299999237060547,1.0,,563.0,1.0,,2.0,0.0,1.0,4.0,,7.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.43000000715255737,0.42969998717308044,0.40000000596046448,1.0,2006.0,5.0
1561,1.0,2070.0,5.0,,1.0,46.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1960.0,2.0,3087.0,2.0,2.0,413.0,1.0,8.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,,6.0,4.0,3.0,,1.0,2.0,1.0,4.0,1.0,1.0,1562.0,2.0,3.0,3.0,,67.0,,1.0,1.0,,10.699999809265137,,,79.0,5.0,3.0,1.0,2.0,1.0,2.0,,45.0,,1.0,1.0,8.0,1.0,4.0,3.0,6.0,2.0,,0.0,2.0,2.0,2.0,1.0,1989.75,1.0,0.0,9.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,11.0,10.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,521.0,9.0,3.0,1.0,,1.0,4.0,563.0,1.0,1.0,2.0,0.0,2.0,4.0,,5.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,7.0,0.43000000715255737,0.42969998717308044,0.40000000596046448,1.0,2006.0,10.0
1562,1.0,2070.0,5.0,,1.0,66.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1940.0,2.0,9924.0,2.0,2.0,425.0,1.0,8.0,0.0,12.0,30.0,30.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,,6.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1563.0,2.0,9.0,9.0,700.0,67.0,,1.0,1.0,,10.699999809265137,3313.0,4212.0,34.0,5.0,2.0,1.0,1.0,2.0,1.0,383.0,66.0,,1.0,1.0,0.0,3.0,2.0,1.0,5.0,5.0,43.0,0.0,3.0,3.0,3.0,1.0,6395.625,2.0,9.0,9.0,1.0,1.0,,2.0,2.0,1.0,,1.0,,4.0,1.0,4.0,,3.0,5.0,1.0,4.0,1.0,1.0,521.0,9.0,3.0,2.0,35.400001525878906,2.0,4.0,563.0,1.0,3.0,2.0,0.0,3.0,,,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,2.0,2.0,8.0,0.43000000715255737,0.42969998717308044,0.40000000596046448,1.0,2006.0,11.0
1563,2.0,2070.0,1.0,1.0,2.0,65.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,1941.0,1.0,123496.0,1.0,2.0,515.0,4.0,2.0,2.0,20.0,8.0,8.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,5.0,0.0,2.0,2.0,1.0,1.0,4.0,11.0,1.0,3.0,1564.0,3.0,12.0,24.0,711.0,64.0,1.0,1.0,1.0,2.0,5.8000001907348633,4410.0,3410.0,104.0,1.0,2.0,1.0,2.0,1.0,2.0,25.0,,,2.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,48.0,0.0,3.0,1.0,1.0,1.0,79590.0,1.0,9.0,9.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,521.0,9.0,1.0,2.0,67.0,2.0,1.0,110.0,1.0,3.0,2.0,1.0,1.0,4.0,0.0,6.0,0.0,1.0,52.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.86000001430511475,0.85930001735687256,0.80000001192092896,2.0,2006.0,9.0
1564,2.0,2070.0,1.0,1.0,2.0,83.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,1923.0,1.0,72774.0,1.0,2.0,714.0,1.0,2.0,0.0,13.0,26.0,,3.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,,2.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1565.0,2.0,12.0,21.0,352.0,56.0,1.0,1.0,1.0,2.0,0.40000000596046448,1590.0,2451.0,136.0,1.0,3.0,1.0,2.0,1.0,2.0,195.0,85.0,84.0,2.0,1.0,0.0,3.0,2.0,3.0,4.0,5.0,60.0,0.0,2.0,1.0,1.0,1.0,46901.25,2.0,5.0,9.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,521.0,9.0,1.0,2.0,75.199996948242188,1.0,5.0,110.0,1.0,,2.0,0.0,,,0.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,2.0,2.0,5.0,1.9099999666213989,1.9096000194549561,1.7799999713897705,2.0,2006.0,4.0
1565,2.0,2070.0,3.0,,1.0,65.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,1941.0,1.0,59542.0,1.0,2.0,614.0,3.0,2.0,1.0,16.0,8.0,8.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,,3.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1566.0,3.0,12.0,20.0,702.0,56.0,1.0,1.0,1.0,2.0,0.40000000596046448,2190.0,1229.0,139.0,3.0,3.0,1.0,2.0,2.0,1.0,19.0,65.0,,1.0,1.0,0.0,4.0,2.0,2.0,5.0,5.0,51.0,0.0,2.0,1.0,1.0,1.0,38373.75,2.0,9.0,9.0,1.0,1.0,,2.0,2.0,1.0,,1.0,,4.0,1.0,4.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,521.0,9.0,2.0,2.0,63.5,1.0,2.0,110.0,1.0,2.0,2.0,0.0,1.0,4.0,,6.0,0.0,1.0,50.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.94999998807907104,0.95480000972747803,0.88999998569488525,2.0,2006.0,9.0
1566,2.0,2070.0,1.0,1.0,2.0,80.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,3.0,1926.0,1.0,59542.0,1.0,2.0,510.0,3.0,2.0,0.0,16.0,8.0,,3.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,6.0,0.0,2.0,,1.0,1.0,3.0,1.0,1.0,2.0,1567.0,2.0,12.0,20.0,362.0,64.0,1.0,1.0,1.0,2.0,5.8000001907348633,240.0,2145.0,114.0,1.0,3.0,1.0,2.0,2.0,2.0,57.0,,,2.0,1.0,0.0,5.0,2.0,3.0,6.0,4.0,64.0,0.0,2.0,1.0,1.0,1.0,38373.75,2.0,5.0,9.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,521.0,9.0,1.0,1.0,86.0,1.0,3.0,110.0,1.0,2.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,2.0,2.0,5.0,0.86000001430511475,0.85930001735687256,0.80000001192092896,2.0,2006.0,9.0
1567,2.0,2070.0,1.0,1.0,2.0,35.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1971.0,1.0,178266.0,1.0,1.0,516.0,4.0,2.0,2.0,19.0,11.0,11.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,4.0,11.0,1.0,3.0,1568.0,4.0,12.0,25.0,,64.0,1.0,1.0,1.0,2.0,5.8000001907348633,1219.0,2421.0,92.0,1.0,3.0,1.0,2.0,1.0,1.0,178.0,35.0,36.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,5.0,75.0,0.0,3.0,1.0,1.0,1.0,144502.71713999999,2.0,4.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,5.0,1.0,3.0,1.0,1.0,521.0,9.0,1.0,2.0,92.300003051757812,2.0,0.0,110.0,1.0,2.0,2.0,0.0,1.0,,0.0,1.0,0.0,1.0,52.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.2899999618530273,1.2890000343322754,1.2000000476837158,2.0,2006.0,2.0
1568,2.0,2070.0,1.0,1.0,3.0,58.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,1948.0,1.0,,3.0,3.0,616.0,4.0,2.0,3.0,20.0,31.0,31.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,3.0,,1.0,2.0,1.0,4.0,2.0,,3.0,1.0,41.0,1.0,1.0,3.0,1569.0,4.0,,,891.0,56.0,1.0,1.0,1.0,2.0,0.40000000596046448,610.0,2221.0,61.0,1.0,3.0,1.0,2.0,1.0,2.0,83.0,58.0,,1.0,1.0,8.0,0.0,2.0,3.0,3.0,2.0,64.0,0.0,4.0,1.0,1.0,1.0,,2.0,0.0,9.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,7.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,521.0,9.0,1.0,2.0,85.099998474121094,1.0,2.0,110.0,1.0,2.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,52.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.2899999618530273,1.2890000343322754,1.2000000476837158,2.0,2006.0,4.0
1569,1.0,2071.0,1.0,1.0,2.0,40.0,0.0,0.0,,,,,2.0,,1966.0,2.0,48516.0,2.0,,507.0,1.0,2.0,1.0,12.0,4.0,4.0,1.0,1.0,,3.0,,,1.0,1.0,3.0,,1.0,2.0,,,,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1570.0,,12.0,19.0,,67.0,,1.0,1.0,,10.699999809265137,,,111.0,1.0,,1.0,,,,,42.0,46.0,,1.0,,5.0,,3.0,4.0,,,0.0,,1.0,1.0,,31267.5,,4.0,9.0,,1.0,2.0,,,1.0,2.0,1.0,2.0,4.0,,4.0,,,,2.0,,2.0,1.0,521.0,9.0,,,,2.0,,83.0,1.0,,4.0,0.0,2.0,4.0,0.0,7.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,,7.0,0.86000001430511475,0.85930001735687256,0.80000001192092896,3.0,2006.0,2.0
1570,1.0,2071.0,4.0,,1.0,64.0,7.0,0.0,2.0,1.0,1.0,2.0,5.0,3.0,1942.0,1.0,59542.0,1.0,2.0,511.0,1.0,7.0,1.0,12.0,9.0,9.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,3.0,,1.0,1.0,1.0,4.0,1.0,1.0,1571.0,3.0,12.0,20.0,851.0,64.0,1.0,1.0,1.0,2.0,5.8000001907348633,1390.0,2359.0,110.0,4.0,2.0,1.0,1.0,1.0,2.0,159.0,64.0,,2.0,1.0,0.0,1.0,1.0,3.0,4.0,3.0,46.0,0.0,3.0,1.0,1.0,1.0,38373.75,2.0,9.0,9.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,521.0,9.0,1.0,2.0,62.5,1.0,3.0,83.0,1.0,2.0,4.0,0.0,1.0,1.0,,2.0,0.0,1.0,50.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.43000000715255737,0.42969998717308044,0.40000000596046448,3.0,2006.0,1.0
1571,1.0,2071.0,5.0,5.0,2.0,30.0,1.0,0.0,,,,,0.0,,1976.0,1.0,48516.0,1.0,,612.0,3.0,7.0,2.0,16.0,23.0,23.0,1.0,1.0,,1.0,,,2.0,1.0,3.0,,1.0,2.0,,,,2.0,1.0,1.0,7.0,5.0,1.0,2.0,1572.0,,12.0,19.0,910.0,56.0,1.0,1.0,1.0,2.0,0.40000000596046448,830.0,2131.0,88.0,5.0,,1.0,,,,64.0,30.0,28.0,,1.0,,1.0,,3.0,2.0,,74.0,0.0,,1.0,1.0,,31267.5,,4.0,9.0,,1.0,8.0,,,1.0,3.0,1.0,3.0,4.0,,4.0,,,,1.0,,1.0,1.0,521.0,9.0,,,83.699996948242188,1.0,,83.0,1.0,,4.0,0.0,1.0,4.0,1.0,7.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,1.0,0.86000001430511475,0.85930001735687256,0.80000001192092896,3.0,2006.0,2.0
1572,1.0,2071.0,1.0,1.0,4.0,58.0,5.0,0.0,,,,,3.0,,1948.0,1.0,178266.0,1.0,,612.0,1.0,2.0,4.0,13.0,19.0,19.0,1.0,2.0,,1.0,,,2.0,1.0,2.0,,2.0,1.0,,,,1.0,1.0,1.0,102.0,1.0,1.0,4.0,1573.0,,12.0,25.0,672.0,56.0,1.0,1.0,1.0,2.0,0.40000000596046448,2190.0,1229.0,65.0,1.0,,1.0,,,,19.0,48.0,50.0,,1.0,,0.0,,3.0,4.0,,51.0,0.0,,1.0,1.0,,144502.71713999999,,9.0,9.0,,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,,1.0,,,,2.0,,2.0,1.0,521.0,9.0,,,63.5,1.0,,83.0,1.0,,4.0,0.0,1.0,4.0,0.0,7.0,0.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.7200000286102295,1.7186000347137451,1.6000000238418579,3.0,2006.0,3.0
1573,1.0,2071.0,3.0,,1.0,61.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,1945.0,1.0,14334.0,1.0,2.0,325.0,1.0,2.0,1.0,13.0,27.0,27.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,,6.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1574.0,2.0,10.0,11.0,931.0,67.0,,1.0,1.0,,10.699999809265137,3319.0,4121.0,93.0,3.0,,1.0,2.0,2.0,1.0,337.0,61.0,,2.0,1.0,1.0,6.0,3.0,3.0,4.0,3.0,47.0,0.0,1.0,1.0,1.0,1.0,9238.125,2.0,5.0,9.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,521.0,9.0,1.0,1.0,38.0,2.0,2.0,83.0,1.0,2.0,4.0,0.0,1.0,,,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,1.0,2.0,7.0,0.43000000715255737,0.42969998717308044,0.40000000596046448,3.0,2006.0,11.0
1574,1.0,2071.0,1.0,1.0,2.0,40.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,1966.0,1.0,59542.0,1.0,2.0,408.0,1.0,2.0,1.0,13.0,29.0,29.0,1.0,2.0,5.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,11.0,1.0,4.0,1575.0,1.0,12.0,20.0,410.0,67.0,,1.0,1.0,,10.699999809265137,2190.0,1229.0,106.0,1.0,2.0,1.0,1.0,2.0,1.0,37.0,37.0,39.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,5.0,49.0,2.0,3.0,1.0,1.0,1.0,38373.75,2.0,9.0,9.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,6.0,2.0,2.0,2.0,1.0,521.0,9.0,2.0,2.0,68.099998474121094,2.0,3.0,83.0,1.0,3.0,4.0,0.0,1.0,4.0,3.0,6.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,0.86000001430511475,0.85930001735687256,0.80000001192092896,3.0,2006.0,8.0
1575,1.0,2071.0,1.0,1.0,2.0,59.0,5.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,1947.0,1.0,178266.0,1.0,3.0,418.0,1.0,2.0,1.0,14.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,,1.0,2.0,6.0,4.0,1.0,,2.0,1.0,3.0,1.0,1.0,2.0,1576.0,3.0,12.0,25.0,700.0,67.0,,1.0,1.0,,10.699999809265137,3313.0,4212.0,76.0,1.0,3.0,1.0,1.0,2.0,1.0,383.0,62.0,58.0,1.0,1.0,8.0,6.0,3.0,3.0,5.0,2.0,43.0,0.0,3.0,3.0,5.0,1.0,144502.71713999999,2.0,0.0,9.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,521.0,9.0,1.0,2.0,35.400001525878906,2.0,8.0,83.0,1.0,2.0,4.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,0.86000001430511475,0.85930001735687256,0.80000001192092896,3.0,2006.0,8.0
